,title,videoId,viewCount,likeCount,dislikeCount,commentCount,videoDuration,Date
28,by_by_sy_trndynG | tSryHt ny'b fy #lrdn `n lmlk w`qylth tthyr jdl fy lbld,EcJHeO5Ks34,84064,481,64,439,PT4M33S,2018-07-19T16:25:00.000Z
29,BBC Arabic Launch,vwxXLZcCTb4,46175,71,4,7,PT7M16S,2008-03-12T08:45:03.000Z
30,mwl mSr lmnhwb@ BBC World News,HSkwBXZbZPs,1700,8,0,0,PT16M37S,2012-09-19T14:32:05.000Z
31,"#BBC ARABIC || BREAKING NEWS DAILY APRIL (24,2018) by by sy `rby.",vNduZDgiqac,74,1,0,0,PT10M23S,2018-04-23T22:56:36.000Z
32,Could Saudi Arabia be the next Dubai? - BBC Newsnight,CUfDMCZhWF8,313423,1880,501,0,PT10M36S,2017-10-27T14:49:50.000Z
33,by_by_sy_trndynG: #trmb yhdd bsHb #lms`dt mn ySwt fy #ljm`y@_l`m@,qmweXeRGXEw,10285,94,11,21,PT7M21S,2017-12-21T16:46:11.000Z
34,La chaine BBC Arabic parle de la Kabylie et du MAK,1oEMiE66gfI,5163,128,9,84,PT6M46S,2017-12-14T19:00:52.000Z
35,BBC Arabic     rdyw wtlfzywn     shhd qn@ by by sy l`rby@ `l~ lntrnt,eoJk5IHbNo0,2383,3,2,0,PT6M4S,2011-04-10T16:02:28.000Z
36,"BBC:BREAKING NEWS:ETHIOPIA-ERITREA BORDER, AWOL ALLO: JUNE-6-2018",JRRsd0x5Ww0,3447,10,1,2,PT6M56S,2018-06-05T22:21:53.000Z
37,BBC Arabic Showreel (Ahmed Elsayed),OMKlS8nEyPM,214,2,0,1,PT6M55S,2014-08-01T17:02:15.000Z
38,l`r 'wnlyn: fkh ljns `l~ lntrnt,zfuL-0dLkxY,122787,166,32,47,PT4M57S,2016-10-27T10:11:45.000Z
39,"`ly Swfn, `myl l'f by ay llbnny lSl, ytHdth `n mshrkth fy lHrb Dd lq`d@",_fdbqhHrbJc,670,14,4,3,PT10M3S,2018-07-23T06:07:41.000Z
40,BBC News Countdown and Breakfiller 2014 Mock (PlayStation All-Stars Battle Royale),K3GhX7lBfIs,425442,1252,109,127,PT5M40S,2013-12-20T23:48:05.000Z
41,Sama Jordan BBC ARABIC l`lm hdh lms Dyf lnshr@ mn `mn ldktwr zyd lnwys@,3MA9CpSJBuM,890,6,0,0,PT16M53S,2018-06-10T19:29:32.000Z
42,BBC Arabic TV 2015 01 Syria Kuwait,41SxGS86EZ4,17243,40,14,3,PT4M10S,2015-01-06T12:01:05.000Z
43,`dl lklbny ykfr`mwm `lm lshy`@  -  BBC ARABIC NEWS,_TytRBiZaxI,338484,1152,417,1163,PT9M31S,2009-05-13T01:46:51.000Z
44,BBC Arabic - Frank Gardner Arabic Interview on Qatar & UK - 29 October 2014,d7AgMH_q_-I,8014,27,1,5,PT17M11S,2014-11-05T15:11:29.000Z
45,120207 BBC Arabic - News Bulletin.mp4,sB5lAZy38Rw,666,2,1,0,PT8M47S,2012-02-08T13:29:10.000Z
46,Saudi Arabia to Allow Women Into Sports Stadiums (BBC Duniya With Sarika),5OT7Enb4-ys,24827,0,0,32,PT18M1S,2017-10-30T15:08:11.000Z
47,BBC Arabic `y'sh@ lHmyr,qqSiTAPKJoo,118,19,0,0,PT9M56S,2018-05-30T09:14:42.000Z
48,BBC Arabic Lesson (2),z4y0lOnFirY,1080,2,1,0,PT12M44S,2014-02-26T17:17:53.000Z
49,BBC Arabic mwjz 'khbr by by sy dly mHmd Dalia Mohamed,J3TYczK67zg,613,2,0,0,PT8M38S,2012-08-09T23:34:09.000Z
0,"lfylm lwthy'qy ""'slH@ lmrqb@ lshml@""",qV8IcI58iHM,175936,1526,311,299,PT46M32S,2017-06-30T17:37:36.000Z
1,`bd lmn`m 'bw lftwH lby by sy: ltGyyr fy mSr hw `br lnDl lslmy,ckKETEpy4EU,15354,136,25,62,PT23M8S,2018-02-16T16:57:52.000Z
2,`n qrb: lsHr ldhy srq lbnk,q7KbHmBd2dg,1012166,4477,959,822,PT52M54S,2018-02-27T20:00:02.000Z
3,m jdy@ thdydt yrn bGlq mDyq hrmz?,RYE0KOrcOEA,4771,38,8,21,PT51M40S,2018-07-10T12:01:52.000Z
4,Egypt's Stolen Billions - BBC Arabic,QJgH41lALxc,61638,226,10,30,PT54M40S,2012-11-06T20:30:39.000Z
5,BBC Arabic TV 2014 03 11 19 06 04,wYxpBbA399c,1012,5,0,0,PT51M57S,2014-05-29T13:00:04.000Z
6,300 Hlq@ mn 'fDl ltknwlwjy wlbtkrt  - 4TECH,dFt2a1rpwGc,2332,35,1,2,PT24M48S,2017-01-14T18:00:03.000Z
7,BBC Arabic Radio documentary: Arab Asylum Seekers in UK,VRhh2idGzqg,42980,92,15,7,PT23M44S,2011-06-03T14:26:51.000Z
8,lfylm lwthy'qy: lkhlyl - byn lmstwTnyn,0i_Q55zC6jE,5701,39,40,36,PT52M5S,2018-07-10T20:51:32.000Z
9,sb`@ 'ym,YWyQy-6wr6o,4484,5,0,0,PT52M6S,2011-08-19T19:42:36.000Z
10,lfylm lwthy'qy: lkhlyl - slH lHy@,5JVuMmgmEHw,4003,58,5,15,PT52M24S,2018-07-18T09:50:40.000Z
11,Hmd `Tf `l~ rdyw lb~ b~ s~ BBC Arabic Radio l,yHWs0IniRk0,1523,43,0,13,PT24M2S,2017-10-02T09:20:52.000Z
12,mn rshyf hyy'@ ldh`@ lbryTny@ BBC Arabic,IjqCAoa7S1s,67868,323,19,31,PT29M23S,2014-08-20T17:35:22.000Z
13,lslsl@ lwthy'qy@ fr`n@ mSr lm`Srwn: nSr,YvZ_ngOvsgk,654243,3572,424,560,PT57M38S,2016-01-26T16:47:23.000Z
14,BBC Arabic TV 2014 05 22 20 06 05,A1Lk0KbcbD8,41,0,0,0,PT51M56S,2014-05-29T12:57:54.000Z
15,lfylm lwthy'qy: HSr mk@,hXDQSsLx8qQ,1340069,9002,2355,2338,PT1H,2017-07-11T18:44:58.000Z
16,brnmj 7 ym,ncRRP9Kxw-M,501,0,0,0,PT50M27S,2014-01-18T16:22:02.000Z
17,y_by_sy_trndynG | #lsysy yrwy llmSryyn #Hky@_wTn wGmwD Hwl mqtl #`bd_l`zyz_ltwyjry,Cr5IEGTSsxc,8032,112,25,8,PT28M44S,2018-01-18T15:32:34.000Z
18,wthy'qy `n qrb: l`ml lSlH l`dw,3d4hGFm4Wmk,6698,50,4,2,PT25M46S,2018-04-04T16:52:55.000Z
19,BBC Arabic TV 2016 02 26 19 06 12,QXLbEjoR1EI,195,1,0,0,PT51M11S,2016-02-27T17:58:46.000Z
20,BBC Arabic Palestine MBS 2018 04 03 19 03 54,hE1_ZFt19z4,619,8,2,0,PT22M44S,2018-04-06T17:57:26.000Z
21,hl  'Sbt ls`wdy@ 'm 'khT't fy systh fy lymn? brnmj nqT@ Hwr,c7blZPmbmEY,53862,253,93,174,PT51M35S,2017-10-02T11:44:45.000Z
22,mqbl@ khS@ m` lry'ys lmSry `bd lftH lsysy   BBC Arabic,WfUJEDss57o,24847,102,37,14,PT44M28S,2015-11-06T03:32:45.000Z
23,llmr@ l'wl~ lq m` mbtkryn jzy'ryyn - 4TECH,Idl5KinyGx4,1218,31,2,1,PT25M38S,2017-07-29T18:00:02.000Z
24,wthy'qyt by by sy `n qrb : swryt,JcHfi7EbaM8,20208,102,12,7,PT30M9S,2013-01-15T18:50:37.000Z
25,#by_by_sy_trndynG | #fysbwk wlry's@ l'mryky@ wthmt l #Trq_rmDn bltHrsh wmwDy` 'khr~,1J72U6EbZEk,6666,95,21,27,PT30M6S,2017-10-31T15:34:20.000Z
26,l`lm hdh lms by by sy `rby 18.07.2014 BBC Arabic News,dyYJb9O4gz8,14668,27,3,2,PT57M59S,2014-07-18T20:48:38.000Z
27,BBC Arabic Festival Awards 2017,_fn8BoKKjfE,1665,28,3,2,PT52M7S,2017-06-19T12:47:20.000Z
28,jwzf 'bw khlyl fy lmshhd,c9oqKNxhu3c,9930,50,6,12,PT59M16S,2017-08-31T12:28:46.000Z
29,BBC's Make Me a German (Arabic Sub) - Naafezah TP,juusOBSTVlI,2184,21,1,0,PT58M43S,2014-10-25T17:03:57.000Z
30,BBC Arabic  HADEETH Alsa'a - GAZA  : Gz@  by by sy `rby  Hdyth ls`@,Mwy2BWJI1vs,734,2,1,2,PT52M,2012-11-21T12:42:56.000Z
31,"wthy'qy by by sy ""'mr al s`wd lmkhTwfwn""",GG0nlHnBUfw,1556740,7241,6681,2734,PT27M45S,2017-08-15T21:51:53.000Z
32,l'myn l`m lltnZym ldwly ljm`@ lkhwn lmslmyn brhym mnyr fy lmshhd,zNPOewRzLjQ,12706,80,32,19,PT40M12S,2017-05-15T11:37:57.000Z
33,121213 BBC Arabic   Bogdanov,O70kfkO1eWo,619,3,0,0,PT22M50S,2012-12-13T23:02:21.000Z
34,wthy'qy by by sy `n qrb: .jyrny '`dy'y,ndX-pjpy08M,22361,79,28,24,PT53M56S,2013-01-23T18:56:06.000Z
35,Al Saud Kidnapped Princes BBC News Channel 17 09 2017,CcerVz6d8Ok,3486,14,3,0,PT26M30S,2017-09-20T13:10:13.000Z
36,by_by_sy_trndynG | akhr tTwrt m`rk@ #`fryn w`n SH@ #slmn_l`wd@ nHwr bnh w#mnyty_n_qtl_rjl ?,ql0l0cJrgDo,10145,148,24,21,PT29M39S,2018-01-22T15:33:22.000Z
37,BBC Arabic Live - lbth lmbshr ltlfzywn by by sy `rby,eSpI6ieNqwU,393,12,0,11,PT51M37S,2018-06-17T08:25:50.000Z
38,Inside Syria - Syrian Diaries,cIke4E1AgsY,9590,61,9,10,PT26M23S,2013-02-28T11:30:32.000Z
39,nwr lSfdy khrTbyl fy lmshhd,WixzaOHLlhU,6419,68,5,6,PT39M8S,2017-10-03T15:37:58.000Z
40,Nabila Ramdani - BBC Arabic - 7 Days - 16 September 2011,yMRJEY4bt-Q,711,0,0,0,PT51M2S,2011-09-17T16:58:50.000Z
41,kyf Zhr l'ltrs l'wl mr@ fy mSr wl~ 'yn nthw?,0CzMw8pLN-8,69934,1409,51,96,PT26M5S,2017-05-05T15:40:05.000Z
42,brnmj sb`@ 'ym Hlq@ ywm 25.10.2013,xTkISeLE1XI,703,3,0,0,PT51M18S,2013-10-25T19:00:01.000Z
43,An exclusive interview on program Al Mashhad- BBC Arabic TV,8dRifCZyaRo,3344,0,0,0,PT39M10S,2017-02-05T11:40:24.000Z
44,"Louai Alhenawi BBC Xtra , BBC Arabic radio",zadwasqdj10,5977,10,2,0,PT1H14M11S,2012-12-20T11:22:36.000Z
45,Sama Jordan - BBC ARABIC nshr@ l`lm hdh lms Dyf lHlq@ mn `mn ldktwr fyz ldwyry,BaECRYnSJTQ,10822,46,8,13,PT29M29S,2018-03-20T14:33:50.000Z
46,"by by sy kstr - lHlq@ lthlth@: mwsyq~ mnwW`@ wqS@ ""tHrWr dhty""",D-1kf4vW_HU,2705,21,2,1,PT28M58S,2017-10-12T07:42:29.000Z
47,"Can ageing be delayed, stopped or even reversed? BBC News",p_4UPdFqgIQ,1272344,7889,1201,2911,PT34M41S,2018-02-11T13:00:04.000Z
48,An Interview with Egyptian President al-Sisi - BBC News,KqVPxafKmak,105076,509,246,372,PT23M58S,2015-11-06T09:10:07.000Z
49,sb`@ ym,HfFDlTH9jyc,1608,7,1,2,PT51M56S,2012-05-11T17:52:10.000Z
0,BBC Arabic Live - lbth lmbshr ltlfzywn by by sy `rby,HxI2TxhhS9A,7626144,0,0,0,PT0S,2017-11-15T17:19:26.000Z
1,by_by_sy_trndynG | #`dnn_'wktr ld`y@ lslmy wnsw'h lrqSt fy qbD@ lshrT@ fy #trky,qsMpwPvU4Fc,478148,4345,729,1864,PT8M2S,2018-07-12T15:56:27.000Z
2,BBC Arabic TV - News - 081217,FDMffQuDOhY,30881,92,8,0,PT2M33S,2017-08-14T14:47:21.000Z
3,"lfylm lwthy'qy ""'slH@ lmrqb@ lshml@""",qV8IcI58iHM,175938,1526,311,299,PT46M32S,2017-06-30T17:37:36.000Z
4,frns 24 lbth lmbshr - l'khbr ldwly@ `l~ mdr ls`@,pKwwbY_g2Ac,8945386,14726,2941,48,PT0S,2018-02-08T03:30:58.000Z
5,by_by_sy_trndynG | #frns tHSl `l~ lk's wmwqf Tryf@ khll nhy'y #k's_l`lm,EfzBJ6jaJVg,150341,1605,133,408,PT4M46S,2018-07-16T16:22:29.000Z
6,"BBC Arabic News /by by sy l`rby lkhbr lywmy  April 06, 2018",vSlEZ94Curw,86,0,0,0,PT5M37S,2018-04-06T03:32:34.000Z
7,Al Jazeera Arabic Live Stream HD- lbth lHy lqn@ ljzyr@ lkhbry@ bjwd@ `ly@,ySWcW3OJ_3k,5396225,0,0,76,PT0S,2018-06-18T10:32:43.000Z
8,by_by_sy_trndynG | t`rfw kyf ytm  #nqdh_'Tfl_lkhf fy #tylnd,bAx6TOayhps,103849,976,59,220,PT3M56S,2018-07-09T15:55:04.000Z
9,BBC Arabic mwjz 'khbr by by sy dly mHmd Dalia Mohamed,5Vx39ptbyAI,30489,68,11,1,PT7M35S,2012-08-09T23:45:25.000Z
10,by_by_sy_trndynG |#ryD_mHrz ySTHb mh ltwqy` Sfqth ljdyd@ m` #mnshstr_syty,35NCSMuqXH8,69661,1269,29,375,PT4M34S,2018-07-12T16:06:20.000Z
11,Al Jazeera English | Live,9ChwJp-TFeM,1624632,3758,654,22,PT0S,2018-07-02T16:36:42.000Z
12,by_by_sy_trndynG | mqtl bTl kml 'jsm swdny fy #qTr ythyr ltsw'lt,QOmbqiHgRNk,281806,1823,197,1658,PT4M10S,2018-07-09T15:56:18.000Z
13,Egypt's Stolen Billions - BBC Arabic,QJgH41lALxc,61639,226,10,30,PT54M40S,2012-11-06T20:30:39.000Z
14,m jdy@ thdydt yrn bGlq mDyq hrmz?,RYE0KOrcOEA,4771,38,8,21,PT51M40S,2018-07-10T12:01:52.000Z
15,mn rshyf hyy'@ ldh`@ lbryTny@ BBC Arabic,IjqCAoa7S1s,67868,323,19,31,PT29M23S,2014-08-20T17:35:22.000Z
16,BBC Arabic Radio documentary: Arab Asylum Seekers in UK,VRhh2idGzqg,42980,92,15,7,PT23M44S,2011-06-03T14:26:51.000Z
17,`n qrb: lsHr ldhy srq lbnk,q7KbHmBd2dg,1012170,4477,959,822,PT52M54S,2018-02-27T20:00:02.000Z
18,by_by_sy_trndynG | 'Trf lmwqf wlSwr fy jtm` qd@ Hlf #lntw fy brwksl,ukpG5BtS7iU,107911,911,87,161,PT4M6S,2018-07-12T15:57:30.000Z
19,Five things about Saudi Arabia's Crown Prince Mohammed bin Salman - BBC News,LEnLpsFcnPc,429085,2521,520,1053,PT3M18S,2017-11-08T14:54:59.000Z
20,by_by_sy_trndynG | l`td `l~ Tfl 'fryqy fy #ljzy'r fy fydyw 'thr tf`l sysy wsh`by,NtAKrDUkUMU,63287,908,193,1294,PT7M49S,2018-07-13T16:06:37.000Z
21,by_by_sy_trndynG | jdl fy #l'rdn b`d ntshr fydyw lbrlmny@ tnshGl bll`b bjwlh 'thn klm@ lry'ys,0AXihsS16ww,108690,809,93,306,PT3M42S,2018-07-10T15:50:46.000Z
22,"by_by_sy_trndynG | #trmb y`yd tGryd fydywht ""m`dy@ llmslmyn""...m qS@ hdhh lfydywht?",2JhjK-WGD30,13584,133,16,4,PT5M42S,2017-11-29T17:52:28.000Z
23,BBC Arabic TV 2014 03 11 19 06 04,wYxpBbA399c,1012,5,0,0,PT51M57S,2014-05-29T13:00:04.000Z
24,lfylm lwthy'qy: lkhlyl - byn lmstwTnyn,0i_Q55zC6jE,5702,39,40,36,PT52M5S,2018-07-10T20:51:32.000Z
25,qn@ bbc l`rby@- ysrlhwr~-lry'ysy@ - BBC Arabic-shhd lbth lmbshr ltlfzywn by by sy-'khbr lshrq ,5YWKW5fm-5s,8742,6,14,0,PT5M,2017-06-23T17:16:26.000Z
26,fSl ldyn `n lTb,3JbH8r6YFvY,1018,14,9,5,PT3M32S,2018-07-09T06:46:07.000Z
27,BBC Arabic New Countdown,RIzbQGcGb8A,19774,63,4,4,PT1M,2016-01-29T18:55:43.000Z
28,Inside Saudi Arabia's gilded prison at Riyadh Ritz-Carlton - BBC News,9rCNMTR-5_g,2981261,8950,2713,2800,PT3M22S,2017-11-23T12:45:12.000Z
29,lfylm lwthy'qy: HSr mk@,hXDQSsLx8qQ,1340086,9002,2355,2338,PT1H,2017-07-11T18:44:58.000Z
30,"BBC NEWS  LONDON COUNTDOWN,AUDIO BBC ARABIC",h6sfKoRmX5s,3199,9,1,0,PT2M6S,2013-03-22T00:46:07.000Z
31,CALL FOR FILMS: BBC Arabic Festival mhrjn by by sy `rby 2017,61VMyJDMByc,33432,5,0,0,PT30S,2016-04-25T13:41:32.000Z
32,[2009-2012] [Countdown] BBC Arabi by by sy `rby - fSl l~ l'khbr,ahZDh2PrVHs,130158,265,19,27,PT1M3S,2010-06-24T00:46:27.000Z
33,"Qatar crisis: Restrictions to continue, Saudi Arabia says - BBC News",asOnsZ7hGfE,48499,181,52,94,PT2M36S,2017-07-06T15:41:54.000Z
34,qn@ lHdth  - lbth lmbshr,sL8mxVNAn1g,3697386,9640,1824,49,PT0S,2018-06-14T10:06:14.000Z
35,BBC Arabic Egypt,k0KqynuPnpw,5544,7,0,8,PT3M1S,2013-07-03T08:10:43.000Z
36,Can Saudi Arabia fight two wars at once? BBC News,GK7CaSa_xXE,145756,851,183,682,PT2M28S,2016-03-14T12:39:46.000Z
37,by by sy fy m`br nSyb  `nd lHdwd l'rdny@ lswry@,ToXjI5rbOb0,112652,894,168,672,PT6M47S,2018-07-08T10:50:50.000Z
38,Could Saudi Arabia be the next Dubai? - BBC Newsnight,CUfDMCZhWF8,313425,1880,501,0,PT10M36S,2017-10-27T14:49:50.000Z
39,Saudi women prepare to hit the road - BBC News,fi1Nvti-zHM,34326,434,107,391,PT1M32S,2018-05-17T08:24:57.000Z
40,Saudi Arabia to Allow Women Into Sports Stadiums (BBC Duniya With Sarika),5OT7Enb4-ys,24827,0,0,32,PT18M1S,2017-10-30T15:08:11.000Z
41,by_by_sy_trndynG: jzy'ry yt`r~ fwq syrth Htjj `l~ sHb rkhS@ lqyd@  #ljzy'r,Na6x4Ybn0qU,1060940,3139,1853,1786,PT2M44S,2018-04-17T15:53:21.000Z
42,BBC Arabic Intro,pO6mBsSZ8lc,12112,34,1,3,PT1M6S,2015-05-23T23:21:54.000Z
43,Saudi Arabia's House of Cards - BBC News,-KZJXBgnFl0,47976,507,164,126,PT3M48S,2017-12-04T12:07:14.000Z
44,qn@ l`rby@ - lbth lmbshr,t0mnHBJjr3Y,2195331,6499,1843,61,PT0S,2018-06-14T10:06:12.000Z
45,by_by_sy_trndynG | lshrT@ #l`rqy@ t`tql mwTn d`~ 'nh #lmsyH fy #fydyw nshrh `br wq` ltwSl,Yd8C99OzmVY,96887,1274,213,1411,PT3M,2018-07-11T16:07:16.000Z
46,BBC News: Arabic-style Intro,ojN-GWq1B-E,4625,14,1,1,PT13S,2014-02-20T12:03:07.000Z
47,BBC Arabic Countdown,VGfm91zdabE,29126,79,11,9,PT1M10S,2016-10-18T01:19:19.000Z
48,mwsyq~ qn@ BBC ARABIC,V2-VjB2zKuQ,7265,67,5,6,PT1M5S,2017-08-29T13:32:13.000Z
49,BBC Arabic TV 2016 02 26 19 06 12,QXLbEjoR1EI,195,1,0,0,PT51M11S,2016-02-27T17:58:46.000Z
0,BBC Arabic Live - lbth lmbshr ltlfzywn by by sy `rby,HxI2TxhhS9A,7626144,0,0,0,PT0S,2017-11-15T17:19:26.000Z
1,by_by_sy_trndynG | #`dnn_'wktr ld`y@ lslmy wnsw'h lrqSt fy qbD@ lshrT@ fy #trky,qsMpwPvU4Fc,478148,4345,729,1864,PT8M2S,2018-07-12T15:56:27.000Z
2,by_by_sy_trndynG | #frns tHSl `l~ lk's wmwqf Tryf@ khll nhy'y #k's_l`lm,EfzBJ6jaJVg,150341,1605,133,408,PT4M46S,2018-07-16T16:22:29.000Z
3,"lfylm lwthy'qy ""'slH@ lmrqb@ lshml@""",qV8IcI58iHM,175938,1526,311,299,PT46M32S,2017-06-30T17:37:36.000Z
4,by_by_sy_trndynG | m`lwmt l #by_by_sy tshyr l~ 'n #qTr qd tkwn df`t 'kbr fdy@ fy ltrykh,oTrjLX-VyaM,31035,332,111,218,PT6M42S,2018-07-18T16:26:08.000Z
5,by_by_sy_trndynG | #str@_Ty'r@ tsmH lmshtryh ltHlyq fy lhw #tknwwjy,DoSHYd6FYLg,10615,164,18,50,PT3M6S,2018-07-20T16:36:32.000Z
6,by_by_sy_trndynG |nshrH kyf frW #rDwn_lfyd mn sjn fy #frns `l~ Tryq@ hwlywwd,KGdAuyeQeiw,170782,2027,130,388,PT6M13S,2018-07-02T16:10:03.000Z
7,by_by_sy_trndynG | #tbwt yktshf fy #lskndry@ y`yd #l`n@_lfr`n@ wyGDb #lmSrywn,ktS39pFLx0I,151317,1258,146,410,PT5M34S,2018-07-20T16:25:25.000Z
8,by by sy `rby tzwr mHfl lmswny@ fy bryTny,1_p29eVZq40,357946,4227,1008,1280,PT8M47S,2018-03-13T14:14:25.000Z
9,by_by_sy_trndynG | #shhd: rjl ymshy r's `l~ `qb fy #lSyn,pjV-KVrkFHU,2284,22,7,4,PT23S,2018-07-18T16:30:49.000Z
10,"""bl qywd"" m` lktb@ wlrwy'y@ lmSry@ nwl ls`dwy",Ovr2_fUUDMU,61254,861,394,924,PT25M50S,2018-07-01T22:45:00.000Z
11,by_by_sy_trndynG: qS@ `tql lnshT #lmSry #shdy_bw_zyd wHml@ #khlwh_tfls fy #mwrytny,84vDkqxiAE0,5789,86,11,7,PT29M39S,2018-05-08T15:35:44.000Z
12,by by sy tltqy Hd~ zwjt `nSr tnZym ldwl@,-qQEANYK_eA,352564,803,262,317,PT4M9S,2017-07-26T11:49:40.000Z
13,mSr: kyf yw'thr stb`d `nn `l~ jdy@ ntkhbt lry's@? brnmj nqT@ Hwr,7xzxps-88pI,30687,143,57,0,PT51M33S,2018-01-25T15:46:57.000Z
14,lfylm lwthy'qy: lhrwb mn 'wrwb,48WYgNiL1jk,135436,1731,241,1052,PT23M29S,2018-05-30T09:48:22.000Z
15,by_by_sy_trndynG | nt`rf `l~ lqS@ wr fydyw ltlw@ swr@ #lftH@ `l~ wq` mwsyq~ wlTbwl fy #mSr,JtB-wqOiAVY,21516,171,79,231,PT6M51S,2018-07-18T16:24:12.000Z
16,Egypt's Stolen Billions - BBC Arabic,QJgH41lALxc,61639,226,10,30,PT54M40S,2012-11-06T20:30:39.000Z
17,by_by_sy_trndynG | hl t'khrw fy Sym #rmDn? Zhwr lqmr lbdr mbkr yqlq lmslmyn,Y7_2EQH8QCU,452076,4989,566,1761,PT7M46S,2018-05-31T16:06:32.000Z
18,#by_by_sy_trndynG | SHb Hml@ #kn_rjl  yfsr sbb wqwfh Dd lbs #lns thyb fDH@,k2UZzhVmItI,20598,304,61,333,PT7M56S,2018-07-18T16:26:42.000Z
19,BBC Arabic Radio documentary: Arab Asylum Seekers in UK,VRhh2idGzqg,42980,92,15,7,PT23M44S,2011-06-03T14:26:51.000Z
20,by_by_sy_trndynG | jywsh wHmy@ stthny'y@ l #trmb 'thn zyrth #lndn...t`rfw `l~ mwkbh,UZIcuZp6Gm8,74479,1448,65,364,PT4M50S,2018-07-13T16:20:15.000Z
21,`n qrb: lsHr ldhy srq lbnk,q7KbHmBd2dg,1012170,4477,959,822,PT52M54S,2018-02-27T20:00:02.000Z
22,by_by_sy_trndynG: kyf skhr lmSrywn mn 'wtwbys lmntkhb lwTny? #mSr #lmwndyl,BeatJ9UR_u4,856971,8371,1569,2173,PT3M37S,2018-05-30T16:12:39.000Z
23,lfylm lwthy'qy: lkhlyl - byn lmstwTnyn,0i_Q55zC6jE,5702,39,40,36,PT52M5S,2018-07-10T20:51:32.000Z
24,by_by_sy_trndynG: mHkm@ swdny@ tTlq Tfl@ fy l11 mn zwjh l'rb`yny,3tw-1C8npc4,3055,79,9,47,PT3M10S,2018-07-23T15:38:54.000Z
25,"by_by_sy_trndynG | #trmb y`yd tGryd fydywht ""m`dy@ llmslmyn""...m qS@ hdhh lfydywht?",2JhjK-WGD30,13584,133,16,4,PT5M42S,2017-11-29T17:52:28.000Z
26,BBC Arabic TV 2014 03 11 19 06 04,wYxpBbA399c,1012,5,0,0,PT51M57S,2014-05-29T13:00:04.000Z
27,by_by_sy_trndynG | Swr@ sylfy l'bw tryk@ m` mshj` sry'yly ttHwl `l~ twytr l~ #tTby`_ryDy,d2ag0ryfJAM,176492,2615,166,827,PT4M43S,2018-07-04T16:30:26.000Z
28,by_by_sy_trndynG | t`rfw `l~ qnwn ll`b lnZyf ldhy 'khrj #lsnGl w 'hl #lybn fy lmwndyl,XpAoRgydYYo,36000,572,36,147,PT4M6S,2018-06-29T16:31:08.000Z
29,"""bl qywd"" m` lsysy lswdny lmkhDrm lSdq lmhdy",tDkfxuwIEPo,3771,84,11,30,PT27M36S,2018-07-22T22:30:00.000Z
30,by_by_sy_trndynG |#ryD_mHrz ySTHb mh ltwqy` Sfqth ljdyd@ m` #mnshstr_syty,35NCSMuqXH8,69661,1269,29,375,PT4M34S,2018-07-12T16:06:20.000Z
31,"mdh y`ny qrr sry'yl qnwn ""yhwdy@ ldwl@""?",gXWy9IS0w1c,671,10,3,0,PT51M33S,2018-07-23T11:59:06.000Z
32,lfylm lwthy'qy: HSr mk@,hXDQSsLx8qQ,1340086,9002,2355,2338,PT1H,2017-07-11T18:44:58.000Z
33,lsbH@ lmSry@ fryd@ hshm: fy mSr yhtmwn bk b`d 'n tHqq njz,stZd-fLiG6w,420,26,4,12,PT2M59S,2018-07-23T16:51:18.000Z
34,hl yw'thr nsHb trmb mn ltfq lnwwy lyrny `l~ ldwl l`rby@? nqT@ Hwr,Jz19EwgShaA,2441,27,6,0,PT51M32S,2018-05-10T13:44:30.000Z
35,by_by_sy_ trndynG | Swr jdyd@ mn dkhl mnzl #`l~_`bdllh_SlH,VjyGxtaXz5s,46656,206,46,50,PT6M59S,2017-12-05T16:47:38.000Z
36,lymn: hl yw'thr mqtl lSmd fy mjr~ lHrb? brnmj nqT@ Hwr,efO633og1V8,19721,138,50,0,PT51M32S,2018-04-26T14:44:26.000Z
37,CALL FOR FILMS: BBC Arabic Festival mhrjn by by sy `rby 2017,61VMyJDMByc,33432,5,0,0,PT30S,2016-04-25T13:41:32.000Z
38,by_by_sy_trndynG | kyf ntqm nshT mn #trmb b`d tSryHth Hwl lmhjryn,z-bloOXrrhk,43523,505,36,43,PT3M51S,2018-01-15T17:25:19.000Z
39,"by_by_sy_trndynG |  "" mkny lys fy lmTbkh"" sh`r Hml@ #ljzy'r lltDmn m` #rym DHy@ l`td",kzsANGsd_DY,10919,136,83,724,PT6M14S,2018-06-12T16:12:04.000Z
40,by_by_sy_trndynG | #Hmlh_`wnw_lbrlmnyyn llskhry@ mn m`sht '`D #lbrlmn fy #lmGrb,_iMscr6RuNo,27077,373,4,77,PT4M30S,2018-07-19T16:27:15.000Z
41,mlHdwn `ks ltyr,6UT9hV0N6HA,889,24,16,81,PT52M12S,2018-07-23T08:38:10.000Z
42,by_by_sy_trndynG | lmdh '`T~ #bwtyn kr@ qdm l #trmb 'thn mHdththm fy fnlnd?,tVz8myLK-cs,48070,317,50,118,PT4M28S,2018-07-17T16:31:46.000Z
43,by_by_sy_trndynG | tSryHt ny'b fy #lrdn `n lmlk w`qylth tthyr jdl fy lbld,EcJHeO5Ks34,84069,481,64,439,PT4M33S,2018-07-19T16:25:00.000Z
44,BBC ARABIC by by sy l`rby@,qMTR6yraMYc,179,0,0,0,PT4S,2014-08-15T15:48:17.000Z
